Mods count: 302
 
                                     jar name                                      |     notes     |                 mod id                 |                               mod name                                |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
    /META-INF/jarjar/harichunkF-opts-worldgen-vanilla-mc1.20.1-1.0.0.jar           |               | c2me_opts_worldgen_vanilla             | Concurrent Chunk Management Engine (Optimizations/Vanilla WorldGen)   | 1.0.0                        | c2me_opts_worldgen_vanilla.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/harichunkF-rewrites-chunk-serializer-mc1.20.1-1.0.0.jar       |               | c2me_rewrites_chunk_serializer         | Concurrent Chunk Management Engine (Rewrites/Chunk Serializer)        | 1.0.0                        | c2me_rewrites_chunk_serializer.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jarjar/harichunkF-rewrites-chunkio-mc1.20.1-1.0.0.jar                |               | c2me_rewrites_chunkio                  | Concurrent Chunk Management Engine (Rewrites/Chunk IO)                | 1.0.0                        | c2me_rewrites_chunkio.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jarjar/harichunkF-server-utils-mc1.20.1-1.0.0.jar                    |               | c2me_server_utils                      | Concurrent Chunk Management Engine (Server Utils)                     | 1.0.0                        | c2me_server_utils.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jarjar/harichunkF-threading-chunkio-mc1.20.1-1.0.0.jar               |               | c2me_threading_chunkio                 | Concurrent Chunk Management Engine (Threading/WorldGen)               | 1.0.0                        | c2me_threading_chunkio.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/harichunkF-threading-lighting-mc1.20.1-1.0.0.jar              |               | c2me_threading_lighting                | Concurrent Chunk Management Engine (Threading/Lighting)               | 1.0.0                        | c2me_threading_lighting.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
    /META-INF/jarjar/harichunkF-threading-worldgen-mc1.20.1-1.0.0.jar              |               | c2me_threading_worldgen                | Concurrent Chunk Management Engine (Threading/WorldGen)               | 1.0.0                        | c2me_threading_worldgen.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
    /META-INF/jarjar/mixin-tools-1.2.6.jar                                         |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/threadly-7.0.jar                                              |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
horseman-1.20.1-1.3.15-forge.jar                                                   |               | horseman                               | Horseman                                                              | 1.3.15                       | horseman.mixins.json, horseman-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                            | 5c62b3fb6a9a3c91f3dddb78541497d5bbcd777b | 480679962      
illageandspillagerespillaged-1.2.8.jar                                             |               | illageandspillage                      | Illage and Spillage: Respillaged                                      | 1.2.8                        | illageandspillage.mixins.json, illageandspillage.mixins.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                          | 4770eeb199c1947642456bc6ed4a0a9f54c953d6 | 384584490      
ImmediatelyFast-Forge-1.5.4+1.20.4.jar                                             |               | immediatelyfast                        | ImmediatelyFast                                                       | 1.5.4+1.20.4                 | immediatelyfast-common.mixins.json, immediatelyfast-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                        | e2e60485a0c3efa72f1948c952b095150e3ba4fc | 4234781540     
    /META-INF/jars/Reflect-1.6.1+curseforge.jar                                    |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
immersive_optimization-forge-1.20.1-0.1.6.jar                                      |               | immersive_optimization                 | Immersive Optimization                                                | 0.1.6                        | immersive_optimization.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | ec8fcbf02234751ed64e658e8bad4995cfcd0b11 | 4080136516     
ImmersiveUI-FORGE-0.3.0.jar                                                        |               | immersiveui                            | ImmersiveUI                                                           | 0.3.0                        | immersiveui-common.mixins.json, immersiveui.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                      | b2b36a49f1b8daf8d8fc0521f532fb706649c09c | 372492397      
impaled-1.1.5.jar                                                                  | via Connector | impaled                                | Impaled                                                               | 1.1.5                        | impaled.mixins.json, sincereloyalty.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              | 84a6a2bd4ebcd5efd13c1f753dee3dc33f9f73af | 2608397160     
IncineratorsTryHard-1.20.1-1.1.1.jar                                               |               | incineratorstryhard                    | Cataclysm: Incinerator's Try Hard                                     | 1.20.1-1.1.1                 | incineratorstryhard.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 4fe3e05fa6c5d09b5dafeb0aeb71bf47c05dee32 | 943587177      
irons_lib-1.20.1-1.1.0.jar                                                         |               | irons_lib                              | Iron's Lib                                                            | 1.20.1-1.1.0                 | irons_lib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | ce4162086eafb043921f81f6af9816fa5ae42282 | 4018904330     
irons_spellbooks-1.20.1-3.16.1.jar                                                 |               | irons_spellbooks                       | Iron's Spells 'n Spellbooks                                           | 1.20.1-3.16.1                | mixins.irons_spellbooks.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | fcd5dad07391101afc517277be8f49ad990cf0b8 | 3608034068     
ironsattributes-1.20.1-Forge-1.2.0.jar                                             |               | ironsattributes                        | ironsattributes                                                       | 1.2.0                        | ironsattributes.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 7dd0a6e0b53f220d91c21e425b0cc2bfa681e8ca | 776114168      
iss_scroll_description-1.0.0.jar                                                   |               | iss_scroll_description                 | ISS-Scroll-Description                                                | 1.0.0                        | iss_scroll_description.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | de741dcb9ad4c908ff37f637c42008c58042b40e | 2796344667     
Jade-1.20.1-Forge-11.13.2.jar                                                      |               | jade                                   | Jade                                                                  | 11.13.2+forge                | jade.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 1997e5fe2db3a0575ca79bfe4720019f01fd2b8c | 305733389      
Jadens-Nether-Expansion-2.3.5.jar                                                  |               | netherexp                              | Jaden's Nether Expansion                                              | 2.3.5                        | mixins.netherexp.refmap.json, mixins.netherexp.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | bfb10b56cb5dcc34f3643472aa09bc4120808d31 | 423607225      
jeed-1.20-2.2.5.jar                                                                |               | jeed                                   | Just Enough Effects Descriptions                                      | 1.20-2.2.5                   | jeed-common.mixins.json, jeed.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 9f6b1884ad8b81c0e8796daf7871eeb54271f27b | 2697066173     
jei-1.20.1-forge-15.20.0.112.jar                                                   |               | jei                                    | Just Enough Items                                                     | 15.20.0.112                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | f12b3781af6337794ae6e010420a97585360ea2f | 3362609034     
jerintegration-5.5.0.jar                                                           |               | jerintegration                         | JER Integration                                                       | 5.5.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1f2efe883bbb1df0e1e61e6b2b8468a5868dd759 | 3819506178     
JinxedLib-forge-1.20.1-1.0.3.jar                                                   |               | jinxedlib                              | JinxedLib                                                             | 1.0.3                        | jinxedlib.forge.mixins.json, jinxedlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                           | d2ee8b85b152a16f8d395a3860375278f5b2caf7 | 705314093      
JustEnoughGuns-0.13.2-1.20.1.jar                                                   |               | jeg                                    | Just Enough Guns                                                      | 0.13.2                       | jeg.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b18f76ba9bcf4a19b7a14506d72ed6806feabf9e | 2149832405     
JustEnoughResources-1.20.1-1.4.0.247.jar                                           |               | jeresources                            | Just Enough Resources                                                 | 1.4.0.247                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2747c58f439c37a01139d35cab59ca1a54114009 | 3560569568     
justzoom_forge_2.1.1_MC_1.20.1.jar                                                 |               | justzoom                               | Just Zoom                                                             | 2.1.1                        | justzoom.forge.mixins.json, justzoom.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                             | 8bbcdfb61e9f0f738af0efff12c93b8f9daf2fb0 | 786588444      
Kiwi-1.20.1-Forge-11.10.2.jar                                                      |               | kiwi                                   | Kiwi Library                                                          | 11.10.2+forge                | kiwi.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | eeba73992d3c950be0a0a80cf4bdb3436ca561a9 | 852532494      
kleeslabs-forge-1.20.1-15.0.12.jar                                                 |               | kleeslabs                              | KleeSlabs                                                             | 15.0.12                      | kleeslabs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | cb1205a1b6533b3f49d1ddc24b879898907fb9f4 | 4013230863     
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                            |               | konkrete                               | Konkrete                                                              | 1.8.0                        | konkrete.mixin-refmap.json, konkrete.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2019d821bed9071daabed43979433a5473ceee49 | 3537653842     
kotlinforforge-4.12.0-all.jar                                                      |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 962fdb760409d6d71cbf079235f1ca94e3863a22 | 2392977662     
    /META-INF/jarjar/kfflang-4.12.0.jar                                            |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kfflib-4.12.0.jar                                             |               |                                        |                                                                       |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/kffmod-4.12.0.jar                                             |               | kotlinforforge                         | Kotlin For Forge                                                      | 4.12.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
KryptonReforged-0.2.3.jar                                                          |               | krypton                                | Krypton Reforged                                                      | 0.2.3                        | krypton.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 92690482dad46a8c9cf28e4b6b26e49f4dc67095 | 2538339304     
Ksyxis-1.4.3.jar                                                                   |               | ksyxis                                 | Ksyxis                                                                | 1.4.3                        | ksyxis.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 6f4b2ea7827da8136bdf436457a2ba3fcdb2120e | 122658441      
kubejs-forge-2001.6.5-build.26.jar                                                 |               | kubejs                                 | KubeJS                                                                | 2001.6.5-build.26            | kubejs-common.mixins.json, kubejs-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 8b0cc9797d4ed00fd2d1002d58960af8b32012ae | 2994552797     
kubejs_extended_crafting-2001.5.jar                                                |               | kubejs_extended_crafting               | Kubejs Extended Crafting                                              | 2001.5                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 46246d32976b1b10c76bc70f44b5f9a62ad9e91e | 2157993360     
L_Enders_Cataclysm-3.16.jar                                                        |               | cataclysm                              | cataclysm                                                             | 3.16                         | lionfishapi.mixins.json, cataclysm.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                               | 25d84c486a817ba54362ea1f4b82b6d3802cc074 | 1522118722     
lazydfu-0.1.3.jar                                                                  | via Connector | lazydfu                                | LazyDFU                                                               | 0.1.3                        | lazydfu.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 0dfa8b03ed408fb7fdada29e01cfebba02af1049 | 3840006803     
ldlib-forge-1.20.1-1.0.50.jar                                                      |               | ldlib                                  | LowDragLib                                                            | 1.0.50                       | ldlib-common.mixins.json, ldlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 9129ee32e9966d757f3f66eed92d98b07264f22e | 4068822016     
LeaveMyBarsAlone-v8.0.0-1.20.1-Forge.jar                                           |               | leavemybarsalone                       | Leave My Bars Alone                                                   | 8.0.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d4b545c4ed05152acb920396de9600938cd01962 | 168702818      
legendarymonsters-2.1.15 MC 1.20.1.jar                                             |               | legendary_monsters                     | LegendaryMonsters                                                     | 1.20.1                       | legendary_monsters.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 2464973151b3e605d90e7493d8a23f4508964c9c | 4135482706     
letmedespawn-1.20.x-forge-1.5.0.jar                                                |               | letmedespawn                           | Let Me Despawn                                                        | 1.5.0                        | letmedespawn.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 878dd35df02e1e17b7eb16113147f964eda8847f | 3850440114     
lionfishapi-2.8.jar                                                                |               | lionfishapi                            | LionfishAPI                                                           | 2.8                          | lionfishapi.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 9571aefe90a3d9690fc847848e41bdcc26be4dd4 | 3902586481     
lodestone-1.20.1-1.6.4.1.jar                                                       |               | lodestone                              | Lodestone                                                             | 1.20.1-1.6.4.1               | lodestone.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | e6346060ae70cbf103b231d8a1536bcd044c84a8 | 2035895651     
lootintegrations-1.20.1-4.7.jar                                                    |               | lootintegrations                       | Lootintegrations mod                                                  | 1.20.1-4.7                   | lootintegrations.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2aa541075b8e13480db4a8021482fbffb2132337 | 3552897390     
lootintegrations_dnt-2.5.jar                                                       |               | lootintegrations_dnt                   | lootintegrations_dnt mod                                              | 1                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 77ee7e3e7611f7506c564dd598a98fa86903a1fe | 1589331396     
lootjs-forge-1.20.1-2.13.1.jar                                                     |               | lootjs                                 | LootJS                                                                | 1.20.1-2.13.1                | lootjs-forge.mixins.json, lootjs-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 804deb0bd34d69cad873170642b9d7e47fa0d6ad | 1389353380     
macabre-0.9.1-forge-1.20.1.jar                                                     |               | macabre                                | macabre                                                               | 0.9.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1fe9b3887ac164170c3f62aba6b4d5342ea809dd | 1774969100     
magesmaycast-0.0.1.jar                                                             |               | magesmaycast                           | Mages May Cast                                                        | 0.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a61d1c0f9e42e2083f774cd93bbcba6abf79d264 | 593358045      
magiccircles-1.2.2-1.20.1.jar                                                      |               | magiccircles                           | Magic Circles - ISAS Addon                                            | 1.2.2-1.20.1                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | cf7d8d202a668541045ed0351032850fdabc74c5 | 1021373023     
mcw-paintings-1.1.0-mc1.20.1forge.jar                                              |               | mcwpaintings                           | Macaw's Paintings                                                     | 1.1.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 06249429fe69cedfad63253aaee4da29ebe9beda | 1890737597     
mendingreworked-1201-1206-1.1.1-REL.jar                                            |               | mendingreworked                        | MendingReworked                                                       | 1201-1206-1.1.1-REL          | fabric-mendingreworked.mixins.json, forge-mendingreworked.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                        | d10eeb0f61ebc1f8c7158f9e8615a2522a04b1bf | 2068172229     
mercantile-forge-1.20.1-1.0.0.jar                                                  |               | mercantile                             | Mercantile                                                            | 1.0.0                        | mercantile.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 32b20b543afdd9cff75800622cb3eca8f207b966 | 3731228807     
